query,intent
사전학습 강의 안 들으면 신청 못하나요?,4
사전학습 강의 안 들으면 신청 못하는 건가요?,4
사전학습 강의 수료증 없으면 신청 못하나요?,4
사전학습 강의 수료증 없으면 신청 못하는 건가요?,4
사전학습 강의 수료증 없으면 선발 불가능한가요?,4
사전학습 강의 안들으면 신청 불가능하나요?,4
사전학습 강의 안들으면 신청 불가능한가요?,4
사전학습 강의를 미처 수강하지 못하였습니다. 혹시 별도로 신청이 가능할까요?,4
사전학습 강의를 미처 수강하지 못하였습니다. 혹시 별도로 수강신청이 가능할까요?,4
사전학습 강의를 미처 수강하지 못하였습니다. 혹시 별도로 수강신청 가능할까요?,4
사전학습 강의를 수강 못하였습니다. 혹시 추가 신청이 가능할까요?,4
smart learn 강의 안들으면 아카데미 지원이 불가능한가요?,4
smart learn 강의 안들으면 아카데미 지원이 어렵나요?,4
smart learn 강의를 신청하지 못하였습니다. 혹시 별도로 수강신청이 가능할까요?,4
smart learn 강의를 수강신청을 못하였는데요. 혹시 별도로 수강신청이 가능할까요?,4
smart learn 강의를 수강신청을 못하였는데 혹시 별도로 수강신청이 가능할까요?,4
smart learn 강의 수강신청 못하면 아카데미 지원 못하나요?,4
smart learn 강의 수강신청 못했으면 아카데미 지원 못하나요?,4
smart learn 강의 수강신청 필수인가요?,4
smart learn 강의 수강신청 꼭 들어야 하나요?,4
smart learn 강의 수강신청 연장,4
smart learn 강의 신청연장,4
사전학습 미수강 불이익,4
smart learn 미수강 불이익,4
필수적으로 사전학습을 해야하나요,4
